İl Kodu,Province,Work_Accident_Male,Work_Accident_Female,Occupational_Disease_Male,Occupational_Disease_Female,Fatality_Accident_Male,Fatality_Accident_Female,Fatality_Disease_Male,Fatality_Disease_Female,Year,Total_Work_Accidents,Total_Occupational_Diseases,Total_Fatalities_Accidents,Total_Fatalities_Diseases
10, BALIKESİR,120,1100,0,1,0,30,0,0,2007,1220,1,30,0
11, BİLECİK,90,1512,0,1,0,7,0,0,2007,1602,1,7,0
12, BİNGÖL,0,16,0,0,0,1,0,0,2007,16,0,1,0
13, BİTLİS,0,1,0,0,0,1,0,0,2007,1,0,1,0
14, BOLU,37,436,0,0,0,5,0,0,2007,473,0,5,0
15, BURDUR,2,81,0,0,0,3,0,0,2007,83,0,3,0
16, BURSA,675,7719,0,1,2,52,0,0,2007,8394,1,54,0
17, ÇANAKKALE,27,473,0,0,0,5,0,0,2007,500,0,5,0
18, ÇANKIRI,0,35,0,3,0,2,0,0,2007,35,3,2,0
19, ÇORUM,4,213,0,0,1,7,0,0,2007,217,0,8,0
20, DENİZLİ,205,2079,2,1,1,11,0,0,2007,2284,3,12,0
21, DİYARBAKIR,1,120,0,0,0,18,0,0,2007,121,0,18,0
22, EDİRNE,9,122,0,2,0,6,0,0,2007,131,2,6,0
23, ELAZIĞ,2,184,0,0,0,7,0,0,2007,186,0,7,0
24, ERZİNCAN,4,65,0,0,0,2,0,0,2007,69,0,2,0
25, ERZURUM,1,106,0,0,0,8,0,0,2007,107,0,8,0
26, ESKİŞEHİR,86,2054,0,2,1,12,0,0,2007,2140,2,13,0
27, GAZİANTEP,15,725,0,1,0,30,0,0,2007,740,1,30,0
28, GİRESUN,1,25,0,0,0,1,0,0,2007,26,0,1,0
29, GÜMÜŞHANE,0,31,0,0,0,0,0,0,2007,31,0,0,0
30, HAKKARİ,0,1,0,0,0,1,0,0,2007,1,0,1,0
31, HATAY,4,1240,0,0,0,30,0,0,2007,1244,0,30,0
32, ISPARTA,8,113,0,0,0,5,0,0,2007,121,0,5,0
33, MERSİN,19,640,0,0,0,29,0,0,2007,659,0,29,0
34, İSTANBUL,522,9675,1,22,3,167,0,0,2007,10197,23,170,0
35, İZMİR,552,9280,6,101,1,32,0,0,2007,9832,107,33,0
36, KARS,0,17,0,0,0,5,0,0,2007,17,0,5,0
37, KASTAMONU,2,50,0,0,1,3,0,0,2007,52,0,4,0
38, KAYSERİ,40,2947,0,0,0,25,0,0,2007,2987,0,25,0
39, KIRKLARELİ,100,735,0,0,0,7,0,0,2007,835,0,7,0
40, KIRŞEHİR,0,91,0,0,0,1,0,0,2007,91,0,1,0
41, KOCAELİ,234,7298,0,16,0,41,0,1,2007,7532,16,41,1
42, KONYA,11,835,0,5,0,25,0,0,2007,846,5,25,0
43, KÜTAHYA,13,860,0,2,0,11,0,0,2007,873,2,11,0
44, MALATYA,1,162,0,0,0,8,0,0,2007,163,0,8,0
45, MANİSA,277,4796,0,15,0,15,0,0,2007,5073,15,15,0
46, K.MARAŞ,9,282,0,0,0,13,0,0,2007,291,0,13,0
47, MARDİN,0,10,0,0,0,5,0,0,2007,10,0,5,0
48, MUĞLA,41,720,0,0,0,19,0,0,2007,761,0,19,0
49, MUŞ,0,3,0,0,0,0,0,0,2007,3,0,0,0
50, NEVŞEHİR,2,65,0,0,0,5,0,0,2007,67,0,5,0
51, NİĞDE,2,68,0,0,0,3,0,0,2007,70,0,3,0
52, ORDU,3,83,0,0,0,9,0,0,2007,86,0,9,0
53, RİZE,2,73,0,0,0,6,0,0,2007,75,0,6,0
54, SAKARYA,27,921,0,5,0,10,0,0,2007,948,5,10,0
55, SAMSUN,5,677,0,0,0,14,0,0,2007,682,0,14,0
56, SİİRT,0,5,0,0,0,2,0,0,2007,5,0,2,0
57, SİNOP,13,68,0,0,0,1,0,0,2007,81,0,1,0
58, SİVAS,0,312,0,0,0,4,0,0,2007,312,0,4,0
59, TEKİRDAĞ,250,1556,0,0,2,18,0,0,2007,1806,0,20,0
60, TOKAT,0,129,0,0,0,2,0,0,2007,129,0,2,0
61, TRABZON,14,369,0,0,0,14,0,0,2007,383,0,14,0
62, TUNCELİ,0,10,0,0,0,2,0,0,2007,10,0,2,0
63, ŞANLIURFA,0,60,0,0,0,16,0,0,2007,60,0,16,0
64, UŞAK,48,617,0,0,0,8,0,0,2007,665,0,8,0
65, VAN,0,15,0,0,0,10,0,0,2007,15,0,10,0
66, YOZGAT,0,64,0,0,0,6,0,0,2007,64,0,6,0
67, ZONGULDAK,48,3746,0,996,0,10,0,0,2007,3794,996,10,0
68, AKSARAY,6,62,0,0,0,7,0,0,2007,68,0,7,0
69, BAYBURT,0,8,0,0,0,2,0,0,2007,8,0,2,0
70, KARAMAN,26,246,0,0,0,9,0,0,2007,272,0,9,0
71, KIRIKKALE,2,116,0,0,0,4,0,0,2007,118,0,4,0
72, BATMAN,0,28,0,0,0,1,0,0,2007,28,0,1,0
73, ŞIRNAK,0,4,0,0,0,2,0,0,2007,4,0,2,0
74, BARTIN,5,244,0,1,0,0,0,0,2007,249,1,0,0
75, ARDAHAN,0,0,0,0,0,0,0,0,2007,0,0,0,0
76, IĞDIR,0,0,0,0,0,2,0,0,2007,0,0,2,0
77, YALOVA,9,181,0,0,0,3,0,0,2007,190,0,3,0
78, KARABÜK,10,1258,0,0,0,4,0,0,2007,1268,0,4,0
79, KİLİS,0,6,0,0,0,0,0,0,2007,6,0,0,0
80, OSMANİYE,0,32,0,0,0,0,0,0,2007,32,0,0,0
81, DÜZCE,15,433,0,0,0,0,0,0,2007,448,0,0,0
0,0,0,0,0,0,0,1,0,0,2007,0,0,1,0
